,품목명,품목코드,품종명,품종코드,"상태(상품, 중품)",상태코드,단위,일자(조회일자),조회일자 가격,1일전 일자(조회일자 기준),1일전 가격,1주일전 일자(조회일자 기준),1주일전 가격,2주일전 일자(조회일자 기준),2주일전 가격,1개월전 일자(조회일자 기준),1개월전 가격,1년전 일자(조회일자 기준),1년전 가격,평년일자,평년 가격,날짜
11,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (10/23),197400.0,1일전 (10/22),196600.0,1주일전 (10/16),195600.0,2주일전 (10/09),,1개월전,193800.0,1년전,173400.0,일평년,157067.0,2020-10-23
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (10/24),,1일전 (10/23),385400.0,1주일전 (10/17),,2주일전 (10/10),,1개월전,369600.0,1년전,435000.0,일평년,345453.0,2020-10-24
8,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (10/24),,1일전 (10/23),353400.0,1주일전 (10/17),,2주일전 (10/10),,1개월전,337200.0,1년전,408000.0,일평년,319920.0,2020-10-24
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (10/24),,1일전 (10/23),197400.0,1주일전 (10/17),,2주일전 (10/10),,1개월전,193800.0,1년전,173400.0,일평년,157067.0,2020-10-24
9,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (10/26),385400.0,1일전 (10/25),,1주일전 (10/19),385400.0,2주일전 (10/12),379200.0,1개월전,374750.0,1년전,434000.0,일평년,345707.0,2020-10-26
10,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (10/26),353400.0,1일전 (10/25),,1주일전 (10/19),353400.0,2주일전 (10/12),347200.0,1개월전,338700.0,1년전,407000.0,일평년,320093.0,2020-10-26
11,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (10/26),197400.0,1일전 (10/25),,1주일전 (10/19),196800.0,2주일전 (10/12),195400.0,1개월전,194800.0,1년전,173500.0,일평년,156987.0,2020-10-26
9,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (10/27),385400.0,1일전 (10/26),385400.0,1주일전 (10/20),385400.0,2주일전 (10/13),379200.0,1개월전,374750.0,1년전,434000.0,일평년,345433.0,2020-10-27
10,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (10/27),353400.0,1일전 (10/26),353400.0,1주일전 (10/20),353400.0,2주일전 (10/13),347200.0,1개월전,338700.0,1년전,407000.0,일평년,318400.0,2020-10-27
11,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (10/27),197400.0,1일전 (10/26),197400.0,1주일전 (10/20),196600.0,2주일전 (10/13),195400.0,1개월전,194800.0,1년전,173500.0,일평년,156827.0,2020-10-27
9,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (10/28),386600.0,1일전 (10/27),385400.0,1주일전 (10/21),385400.0,2주일전 (10/14),382600.0,1개월전,375040.0,1년전,433400.0,일평년,343983.0,2020-10-28
10,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (10/28),354600.0,1일전 (10/27),353400.0,1주일전 (10/21),353400.0,2주일전 (10/14),350600.0,1개월전,338800.0,1년전,406400.0,일평년,316600.0,2020-10-28
