,품목명,품목코드,품종명,품종코드,"상태(상품, 중품)",상태코드,단위,일자(조회일자),조회일자 가격,1일전 일자(조회일자 기준),1일전 가격,1주일전 일자(조회일자 기준),1주일전 가격,2주일전 일자(조회일자 기준),2주일전 가격,1개월전 일자(조회일자 기준),1개월전 가격,1년전 일자(조회일자 기준),1년전 가격,평년일자,평년 가격,날짜
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/06),45360.0,1일전 (05/05),,1주일전 (04/29),45360.0,2주일전 (04/22),45360.0,1개월전,45560.0,1년전,47580.0,일평년,39220.0,2020-05-06
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/07),46900.0,1일전 (05/06),46900.0,1주일전 (04/30),,2주일전 (04/23),46900.0,1개월전,47100.0,1년전,49180.0,일평년,40507.0,2020-05-07
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/07),45360.0,1일전 (05/06),45360.0,1주일전 (04/30),,2주일전 (04/23),45360.0,1개월전,45560.0,1년전,47580.0,일평년,39220.0,2020-05-07
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/08),46900.0,1일전 (05/07),46900.0,1주일전 (05/01),,2주일전 (04/24),46900.0,1개월전,47100.0,1년전,49180.0,일평년,40507.0,2020-05-08
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/08),45360.0,1일전 (05/07),45360.0,1주일전 (05/01),,2주일전 (04/24),45360.0,1개월전,45560.0,1년전,47580.0,일평년,39220.0,2020-05-08
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/09),,1일전 (05/08),46900.0,1주일전 (05/02),,2주일전 (04/25),,1개월전,47100.0,1년전,49180.0,일평년,40507.0,2020-05-09
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/09),,1일전 (05/08),45360.0,1주일전 (05/02),,2주일전 (04/25),,1개월전,45560.0,1년전,47580.0,일평년,39220.0,2020-05-09
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/11),46900.0,1일전 (05/10),,1주일전 (05/04),46900.0,2주일전 (04/27),46900.0,1개월전,47050.0,1년전,49180.0,일평년,40507.0,2020-05-11
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/11),45360.0,1일전 (05/10),,1주일전 (05/04),45360.0,2주일전 (04/27),45360.0,1개월전,45510.0,1년전,47580.0,일평년,39220.0,2020-05-11
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/12),46900.0,1일전 (05/11),46900.0,1주일전 (05/05),,2주일전 (04/28),46900.0,1개월전,47050.0,1년전,49180.0,일평년,40507.0,2020-05-12
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/12),45360.0,1일전 (05/11),45360.0,1주일전 (05/05),,2주일전 (04/28),45360.0,1개월전,45510.0,1년전,47580.0,일평년,39220.0,2020-05-12
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/13),46900.0,1일전 (05/12),46900.0,1주일전 (05/06),46900.0,2주일전 (04/29),46900.0,1개월전,47020.0,1년전,49180.0,일평년,40507.0,2020-05-13
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/13),45360.0,1일전 (05/12),45360.0,1주일전 (05/06),45360.0,2주일전 (04/29),45360.0,1개월전,45480.0,1년전,47580.0,일평년,39220.0,2020-05-13
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/14),46900.0,1일전 (05/13),46900.0,1주일전 (05/07),46900.0,2주일전 (04/30),,1개월전,46980.0,1년전,49180.0,일평년,40507.0,2020-05-14
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/14),45360.0,1일전 (05/13),45360.0,1주일전 (05/07),45360.0,2주일전 (04/30),,1개월전,45440.0,1년전,47580.0,일평년,39220.0,2020-05-14
